author_username,text
212pondi,@mmaor111 תודה משה ❤️❤️❤️
212pondi,@Itzik65902650 בפעם הבאה נעשה כבוד לכולם יש כל כך הרבה טינופת בסמול אין מקום לכולם במקום אחד כזה קטן
212pondi,@asafhadar2 @itamarbengvir המינויים של הסמול תמימים לחלוטין ובטח לא פוליטיים 😝😝😝😂
212pondi,@devorah555 כל עוד ביבי מנהל את המערכה תהיה כאן ברכה למרות הסמול הרצחני בוגרי קרן וקסנר
212pondi,@ezec842 ביום שערוצי הסמול יעשו די אני יעשה די סגרנו ?
212pondi,@haimpshotim פירגון זה הסתה ? 😝😝😝😝😝😝😝
212pondi,@ezec842 @YairNetanyahu 😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝😝 הראשוניםםםםםםם
212pondi,@UDzhq3u615ug3Nj @indianados1 פחחחחח הפדופיל שלכם עדיין לא החזיר מיליונים ציפי לבני ועוד תכשיטים מהסמול אבל ביבי 😝😝😝
212pondi,@Ha_Drakon מה זה עשה לך סמולן 0 ?
212pondi,@hamas_un97892 צהל היה מושבת בין 8 ל-30 שעות זה בדוק מי מנע מצהל לפעול אפילו 500 חיילים שהגיעו לקיבוץ בארי לא נכנסו במשך שעות כי ???
212pondi,@EekiElner אתה צודק לא צירפתי אותך אתה כועס 😝😝😝
212pondi,@michalagmon2 עזה שלנו נקודה
ShbrYwsy,"@Omer_A כתבתי זאת ב8 לאוקטובר 
לשחרר את כל המחבלים תמורת כל החטופים במיידי...
לא להכנס לעזה ....
להטיל עליה מצור עד רעב.
ולטפל בצפון.
עשו אחרת ואני מכבד.
גם היום כולם תמורת כולם 
ללא הפסקת הלחימה.
את החמאס צריך להשמיד .
את החיזבללה צריך להשמיד.
אסור שהחטופים יהוו מכשול 
להשמדת החמאס.…"
212pondi,@oren_uriel באיזה שעה 😝😝😝😝
212pondi,כל עוד הימין ישדר פחד מהסמול ששולט בעמדות כוח הימין יפסיד !!!! ביבי לא סופר אותם יאיר לא סופר אותם לכן מעל 30 שנה הם סופר סטאר @netanyahu @YairNetanyahu ❤️❤️❤️❤️❤️❤️❤️❤️ לייק רטווט ועוקב 😘😘😘
yosi_shahbar,"זאת דעתי 
אדם שאיבד את בנו לפני חודש 
אינו יכול ואינו רשאי להיות בקבינט המלחמה ולקבוע את גורלה של המדינה האהובה שלנו 
ויהיה מי שיהיה.
בסיטואציה הזאת צריך להיות מורחק ממוקד קבלת ההחלטות.
כזה הוא גדי אייזנקוט.
אילו היה איש ימין בסיטואציה הזאת אולפני התועבה היו מעלים אותו על הגריל… https://t.co/HBN1jZyXWe"
212pondi,@KOshrat פחחחחח אין אפילו אחד בעזה מכל בוגדי קפלן בדוק והנזק שהם עושים בהפגנות שלהם כאילו לטובת החטופים הוא בלתי הפיך חמאס מעריך מאוד את ההפגנות והתמיכה שלכם בטבח ובתוצאות
212pondi,@AdiAdi1983 @roycohen1979 באיזה שעה 😝😝😝😝 חמאסניק מקפלן
212pondi,@yona_shaked וזו רק ההתחלה עוד לא התחלנו תזכורת : את הטינופת שלכם שתינו 75 שנה 🤪🤪😝😝😝😝
212pondi,@navitlahav @patriotamiti10 איזה כייף הם רואים את עזה בוערת ונהנים 🤣🤣🤣🤣🤣🤣🤣 ואתם הסמול תתמודדו אפסים בוגדים בוגרי קרן וקסנר
demokratya11,@yona_shaked חשבתי את חמאס פתאום נזכרתי שהם אחים לנשק שלכם 😝😝😝😝
demokratya11,@BrotherSofer באיזה שעה 😝😝😝
demokratya11,@BarelRachel לאן
demokratya11,@galisunrise1 הולכים ואתם מושמדים לאט ובטוח הרייטינג שואף למות 😝😝😝😝
demokratya11,@IKoren47 רוצה עוד כמה כאלה תבקש יפה תקבל סמולן בוגד 😝😝😝😝🤪
demokratya11,@patriotamiti10 😝😝😝🔞
demokratya11,@zikiyakob 😝😝😝😝
demokratya11,@Rivka03666773 בכבוד 🤣🤣🤣
demokratya11,@MoshkovitzRaz איך אתה יודע ארצות הברית 🤣🤣🤣 זה לא לפירסום סמולן חלאה
demokratya11,@RoyMichaeli84 פחחחחח אהוד ברק אהרון ברק הבגץ הקרן החדשה קפלן ברסלר 😝😝😝😝
demokratya11,@dimal007 גנץץץץ מימד חמישי נטול השכלה בכלל ולפיד פחחח בור ועם הארץ מושלם 😝😝😝😝😝😝😝😝
ShbrYwsy,"ניר דבורי.
נותן בראש לירון אברהם הקשקשן https://t.co/ByST5Nkqh2"
212pondi,להמחיש 😝😝😝
212pondi,@l_ysr38422 בדיוק למטרה הזו שלא נחסל מחבלים
212pondi,באסה הסמול לא מעוניין בבחירות 😝😝😝😝 https://t.co/Xxt34rSyxr
ShbrYwsy,"סוכל 
פיגוע גדול ברחובות. https://t.co/P1k8i4cS0x"
212pondi,@q9bBwMmy4kUVvqH @michalagmon2 נכון שהיא אלופה ???? ראית מיכל ❤️❤️❤️
212pondi,@RedRevDanny אין אחים בוגדים לנשק בעזה צא מהחלום
212pondi,@immediateres חברים לכבד
ShbrYwsy,"פחדנים עלובים.
ערוצי התועבה נמנעים מלשלוח 
עיתונאים לסקר משפטו של הכדורגלן שגיב יחזקאל. https://t.co/U1K24GAkzS"
ShbrYwsy,"החתרנים
 בישראל לא מתחלפים. 
למה?
חתרנות שווה כוח.כסף.כבוד.
חתרנות נגד נתניהו שווה 
פטור מהפללה.
וזה שווה הרבה מאוד כסף.
איך אני יודע.?
תשאלו את אולמרט שמספר 
איך אהוד ברק לקח שוחד מאות מיליוני דולר והחליק כמו צלופח מכתב אישום פלילי. https://t.co/lznTdnd39l"
212pondi,@oren_uriel אוריאל אתה רוצה שאני אפרסם את התיק הרפואי שלך ואת ההודעות שאתה שולח לי בדיאם ??? 😝😝😝😝😝 סמולן חלול
212pondi,@Lior_chika @Yossi_eli @NadavPerry לאן נעלמת חצופה 😝
212pondi,"@ShikmaBressler הציוץ המביש שלך היום מוכיח שוב 
הדרך הנכונה היחידה הנכונה להמשיך מכאן - 
קבעו מועד ועדת חקירה מוסכם 
וצינוק מיוחד בשבילך וחבר מרעיך על הטבח שעשיתם למטרות פוליטיות"
212pondi,"ישראל נותנת סיוע לעזה - כי הם לא מבצעים רצח עם

חמושים של חמאס גונבים את הסיוע מהפלסטיני https://t.co/EcSOscxIlD"
ShbrYwsy,@LielDahan לשתף לשתף.
212pondi,@Nililach3Nili חייל שרואה ערבי בדואי גונב נשק מבסיס צהלי כמו צאלים אסור לו לירות עליו 😝😝😝😝
demokratya11,"ירדן הודיעה היום (שני) כי היא מתכננת להצטרף לתביעה שהגישה דרום אפריקה לבית הדין הבינלאומי לצדק בהאג, בה היא מאשימה את ישראל ב""רצח עם"" בעזה. שר החוץ הירדני איימן א-ספדי אמר כי ארצו מכינה ""טיעונים משפטיים שיצורפו לתביעה ויוצגו על פי הנהלים הנהוגים בבית המשפט""."
ShbrYwsy,"@igalk3 @NGrswny30746 @AdirB @TigerYaron נתניהו ראש ממשלה למרות כתבי האישום על פי החוק.
גם אם יורשע עדיין יוכל לכהן כראש ממשלה.
רק  פסק דין חלוט ימנע ממנו 
לכהן ראש ממשלה למרות שהעם בחר בו."
212pondi,איזה מטורף איזה מרגשששש ❤️❤️❤️❤️ מצדיעים לכם אחים יקרים אהובים תודה לכם על כל שניה שלחמתם נגד חמאס וזרועותיו גיבורי החיל תודה ושוב תודה עם ישראל מודה לכם מקרב לב ומעריך מאוד מאוד מאוד  https://t.co/2Ii01W9H3J
212pondi,@zacaiha לאאאאא 😜😜😜😜
212pondi,@ShbrYwsy הקרן החדשה נותנת הוראות לצמרת הסמול והם מבצעים על עיוור ויהי מה
212pondi,@TallyGotliv לא רק בצפון ברצועה אולי אפשר לומר צפון הרצועה תחילה אבל בהחלט חייבים להחיל ריבונות על כל עזה רק ככה מונעים את הטבח הבא
212pondi,@KOshrat תמצא לי בוגרי קפלן בעזה תקבל טיפ של החיים
ShbrYwsy,"מחבל ארור
שניסה לפגוע בחיילים 
נורה בדורה אשר בחברון. https://t.co/GGGiuOYZQS"
212pondi,@Judeoespanol @Ahikam20 אוירי ?
212pondi,@igal_malka_5G ברוררר רק אם הם מנצחים 😝😝😝😝😝😝😝😝😝 סמולנים אויבי עוכרי ישראל
ShbrYwsy,"@TsibulskyDima דיייי 
שחרר 
ראינו את כל הגנרלים הגיבורים
ב7 לאוקטובר.
אפס תיפקוד."
ShbrYwsy,"כבוד.
הנוכל הגיע לזירת הפיגוע
כאחד האדם. https://t.co/xATChOQQ5i"
ShbrYwsy,"תראו אותה...
תנו ליצור הזה שם. https://t.co/WF3rV7ElS9"
212pondi,@Nililach3Nili הסמול פותח דלת לערבים לגנוב נשק מבסיסים כדי לרצוח יהודים
212pondi,"*קחו למשל את הסרטונים הללו - אנשי מנגנונים באימוני צניחה צבאיים בשבועות האחרונים באלג'יריה. רק היה חסר פה מצנחי רחיפה..*

מי שלא מבין שהרשות הפלסטינית רוצה בהשמדתנו בדיוק כמו חמאס ומתאמנת ליום פקודה, יתעורר יום אחד למציאות כואבת מאוד. https://t.co/yCAs5NXwAe"
212pondi,"*ההרס האדיר ברצועה*

מדהים בכל פעם מחדש!😇
והפעם שג'אעיה

* יהודים יקרים בואו לגור בעזה תבנה ותכונן ליהודים בלבד רק ככה הטבח לא יחזור על עצמו https://t.co/9Mwr6uDomp"
212pondi,@roycohen1979 באיזה שעה 😝😝😝😝
212pondi,@navitlahav @Ocm9424 @Ha_Drakon @YairNetanyahu סמולנית מתחזה לימנית 😝😝😝😝😝
212pondi,הקרן הסרטנית ממשיכה להשמיד אותנו מבית @NIFIsrael https://t.co/9g69K9ShPq
yosi_shahbar,"@GrossmanYosef אה ...
אני אסביר לך...
זה בגלל טעות שלי.
צמצמתי את הפוסט.
עשיתי העתק על הכתוב...
והתערבתי בתוכן.
זה לא ראוי.
זה פעם ראשונה שאני עושה זאת 
בגלל שהתערבתי בתוכן 
עשיתי מרווח. https://t.co/HTETCxi10H"
yosi_shahbar,"האיש 
הזה הצטרף לדרישת אייזנקוט 
וגנץ לעצירת המלחמה לחלוטין 
תמורת החטופים עם השארת  יחייה סינוואר בשלטון בעזה.
האיש הזה מסוכן לבטחון ישראל.
האיש הזה בהסכם אוסלו הביא 
עלינו בהסכם אוסלו את ארועי 
ה7 לאוקטובר . https://t.co/XYvuuTOdaO"
demokratya11,@EdithHarush ממש
212pondi,@david76882405 ממשלה יהודית הכי טובה ליהודים נקודה
212pondi,@ShmulikBlum בדיוק הכיפה אדומה שהסמול עשה לראש הממשלה אבל סיכלנו את הפיגוע !!! מי עשה את הטבח זה אתם הסמול למטרות פוליטיות חיסול ראש הממשלה וכולם על זה היום ומחר ובעתיד
demokratya11,הידעתם??? אז תדעו  https://t.co/YWpTjg2TFD
212pondi,@GLADIAT20481527 @netanyahu @yoavgallant @idfonline @IDFSpokesperson @IAFsite @gantzbe @eisenkotgadi @itamarbengvir @bezalelsm @ariyederi במשטרת ישראל יש ערבים ??? מי שלח אותם ??? מר גביר זה נכון ??? שוטרים ערבים @itamarbengvir
212pondi,@shuki_mishol @5FbdepWIv1gfX7r מעולה ❤️
212pondi,רק סרטן ינצח את הגרון הזה https://t.co/6sCFa7EhbV
ShbrYwsy,"ללא מילים.
רק להקשיב עד הסוף. https://t.co/vitn0Suhqv"
yosi_shahbar,"חטופים/תקשורת/כסף

כל יום נוסף שהחטופים בשבי 
בגלל התקשורת המתועבת.

כל יום שעובר שהחטופים בשבי 
בגלל תאוות השלטון של אהוד ברק.
כל יום שעובר והחטופים בשבי 
בגלל הכסף הרב שזורם למשרדי הפרסום והיחצנים כדי לתדלק 
את קמפיין החטופים. https://t.co/Urzrg8RJYk"
212pondi,הערבים כולם רוצחים !!! אם אתם מסכימים תנו לייק רטווט ועוקב  ❤️❤️❤️https://t.co/JIdb79JEla
212pondi,@GiliLevy_ איזה מפרגנת את ❤️❤️❤️ 😝😝😝😝
ShbrYwsy,"@LSmadar לא.
אייזנקוט הוא מינוי של גנץ 
גנץ יעמיד מישהו אחר במקומו.
דרך אגב...
אייזנקוט לא בקבינט המלחמה.
בקבינט המלחמה 
נמצאים נתניהו , גלנט ,גנץ,הרמטכ""ל,
משקיפים...
אייזנקוט, דרמר, דרעי,
כמובן שיש לו משקל סגולי."
ShbrYwsy,"@sharas36 אין לך ידע בפוליטיקה.
הביביסטים האמיתיים נמצאים 
בש'ס ואגודה יותר מאשר בליכוד.
אין משמעות לראשי ש""ס ואגודה.
מספיק מה שעשיתי אתמול 
כדי שהעניינים יסתדרו."
ShbrYwsy,"@mgbd75 לצערי
אני מת לראות סרט טוב כבר שנים ולא מצליח, העיניים של כבות.
לא צופה בחדשות
לא טלוויזיה?
בשנים האחרונות אולי צפיתי ב2 משחקי כדורגל."
ShbrYwsy,"רייטינג.
מה לא עושים כדי להשיג רייטנג?
עוד יותר רייטינג.
פשוט מביששש.
למי זה מועיל?
לתקשורת , למטורללי קפלן , 
לתקשורת המתועבת...
ואיך לא? לאהוד ברק. https://t.co/tcJY95rY8E"
212pondi,@MosheYifrah @IL_police @MevakerGov פרשיה חמורה על יאיר גולן קיבלה צא״פ והמבין יבין כמה מסוכן הנבלה גולן @YairGolan1 @praklitut @MevakerGov @IL_police ראיתי פורסם פשוט מטורף כמה שהוא בוגד
212pondi,@l_ysr38422 לא עשתה כלום לא הייתה בקשר עם המחבל סך הכל רדף אחריה בעבודה עד שחיסל אותה כי לא נענתה למחבל !!!! רצתה בית יהודי כשר למהדרין
212pondi,@feldman_gil @itamarbengvir סמולן עלוב נפש שב בשקט אתה רוצה להכניס ערבים מחבלים לכאן שתוק
212pondi,@ShikmaBressler דף המסרים שלכם כעת זה ללחוץ על מועד לבחירות תמשיכו לדקלם ואנחנו נמשיך לנהל את המדינה למרות הטרור שלכם
212pondi,@gerieli7 לא התקרבה כלום הערבי סימן אותה הציק לה רדף אחריה העלמה אמרה לא חוסלה וערוצי הסמול לא מדברים על זה רש אם יהודי ישחט ערבי תשמע אותם נובחים 24/7 כי הם חמאס בעברית
ShbrYwsy,"@Ami_Knows כי הטיעון שלך מטומטם.
אדם מלומד לא מעלה טיעון מטומטם שכזה."
212pondi,@SlippinJimmy___ רק לסמול מותר !!!! הנחמה שרובם זקנים גמורים הסיוט הזה הולך להגמר
212pondi,לכל מי שרוצה לשרוף אותנו שיקח בחשבון זה יחזור אליו 😝😝😝😝😝 כנ״ל פעילי הקרן הסרטנית  https://t.co/N3smpi3rTb
demokratya11,הבוגד הזה מודה שהוא אחראי ושואל את עצמו מה יכלנו לעשות 😝😝😝 איפה הייתם ביום הטבח 8- 30 שעות מדוע נאסר על צהל לפעול מול חמאס מי נתן את ההוראה לא להפריע לחמאס לעשות טבח ???? מדוע 500 חיילים מול קיבוץ בארי נאסר עליהם להכנס בזמן שחמאס טובח ועוד המון שאלות שמוכיחות זה טבח פוליטי https://t.co/vpqWkHrIQJ
ShbrYwsy,"@Ami_Knows לפי העברית שלך לא קראת מעולם את ספר התנ״ך.
מעולם לא החזקת מחזור תפילה ביד.
ועוד משהו קטן...
אני בטוח שקראתי אלפי ספרים יותר ממך.
אלפים..."
212pondi,קחו תהנו קצת מפנינים של סמולנים מחבלים פעילי הקרן החדשה וזה לפני שפירסמנו מה שולחים בדיאם !!! והם מטיפים לנו 😝😝😝😝😝😝😝😝 https://t.co/768EjOSEGP
212pondi,@rankarmibuzaglo @5FbdepWIv1gfX7r מדוע הם עדיין בכנסת האם 120 חכים אוכלי חינם ברובם לא יודעים מה צריך לעשות ???
212pondi,אם אתם מודים בזה מה לנו כי נלין https://t.co/5aujZwmreB
212pondi,@FelderElad פחחחחחח סמולן חלול
yosi_shahbar,"מג'אדלה 
היום מפרשן בערוץ התועבה ע.12 את מלחמת ה7 לאוקטובר בשצף קצף.
הוא בר הפלוגתה של אמנון אברמוביץ' בטינוף על נתניהו. https://t.co/hFYf2NBEqx"
yosi_shahbar,"נניח.
סתם נניח.
שעם ישראל יקבל את הרעיון  המטורף של אייזנקוט וגנץ ושל 
התקשורת המתועבת להפסיק את הלחימה תמורת החזרת החטופים.
ואז מה יקרה?
תושבי הדרום והצפון יחזרו לבתיהם לחיים רגילים,
כאילו ה7 לאוקטובר נמחק?
מאיפה באה להם המחשבה המטורפת הזאת?
האם עד כדי כך הם טיפשים.
לא.
הם לא… https://t.co/2pFxepryww"
demokratya11,אנחנו מבינים מיום ליום את הקשר בין חמאס לסמול וזה מסביר לכם טוב מאוד מה שקרה 7/10/23 המציאות התפוצצה לחלאות בפנים https://t.co/t6ni60RRvd
demokratya11,תתחילו לחסל מחבלים בלי טובות של אף אחד
demokratya11,האמת כואבת אתם עושים סיבוב פוליטי על משפחות החטופים תתביישו לכם
yosi_shahbar,"המיליארדר 'החכם'
מוביל מחאות השמאל, משה רדמן, בכנס ברעננה הלילה: ""התייצבתי אצל רונן צור, אמרתי לו - אני חייל שלך. צעדת משפחות החטופים, הייתה פורמאלית
 *מטה החטופים*, 
אבל תכל'ס, אנחנו היינו מאחורי הקלעים. צריך ללכת  לממשלה הזאת על הראש בכל הכוח"" https://t.co/O5iZfYqffU"
demokratya11,@aviadglickman השנאה שלך ושכמותך המציאה את קהלת הם התיקון שלכם סמולנים בוגדים
demokratya11,@sari_azoulay גם את
demokratya11,לך קיבינימט טמבל @EldadYaniv תענה לו https://t.co/4d5f8MXbKo
demokratya11,@SmyWswsw @AnatiRina עושה לכם בית ספר
yosi_shahbar,"@roysitbon @almog_cohen08 כל אחד במקומו.
בבחירות הבאות אלמוג כהן יהיה קלף מנצח... 
מימין ומשמאל.
הציבור יודע להכיר תודה."
yosi_shahbar,"@David_dassa חחחחחח
ממש אהבלית."
demokratya11,@AnatiRina הקנאה גורמת למחלות לב קשות
yosi_shahbar,"חלול.
גוף בלי מוח. https://t.co/W6RHPDSZvb"
demokratya11,למה נראה לך ביידן העויין מיד רץ ״לסייע״ לנו ??? המטרה לבלום אותנו על כל שעל ושעל
demokratya11,אימוני נשק בכיתת הכוננות במושב החרדי בית חלקיה ! לי כבר יש כמה סוגי נשק לא אחד 😃😃😃 https://t.co/QjesDvokxG
demokratya11,שלחתם צוות שלם לצלם 🤣🤣🤣🤣 שטופי זימה
demokratya11,@moishezuchmir1 לך תעשה השתלת שיער ועל הדרך מוח
demokratya11,@YoelH5 @netanyahu שאתם הסמול עשיתם
yosi_shahbar,"אל נקמות ה'
אל נקמות הופיע.
מפקדת אונר''א מושמדת. https://t.co/jWLrOaLzqL"
demokratya11,אכן
yosi_shahbar,"פלא?
מה פלא?
אם השמאל הישראלי משווה 
את נתניהו לסינוואר, להיטלר
לארדואן...
למה שהאו""ם  לא ישלול את העובדה שחמאס ארגון טרור. https://t.co/5fUTWhF9r4"
demokratya11,@NogaArbell @Logan5__ הסמול תמיד יגיבו כמו נאצים גם כשהם נתפשים בערמה שלהם לעשות סיבוב פוליטי על גבם של משפחות החטופים
yosi_shahbar,@nir_miri בטח שלא.
demokratya11,גם התרנגול השתתף בברכת כהנים.... https://t.co/B1ZsVg7K3I
yosi_shahbar,@tsvifrum @StrPrg87049 https://t.co/GW2YFyyOj5
yosi_shahbar,"ביידן 
לא רוצה לגרש ערבים מעזה. 
זה לא מוסרי מבחינתו

ביידן מבקש לגרש יהודים מביתם וזה מאוד מוסרי מבחינתו.
איך אני יודע?
הוא בעד מדינה פלשתינית.
כל מי שבעד מדינה פלשתינית מבקש לגרש יהודים מביתם.

הדרישות של סעודיה הם פיקציה.
אלו למעשה הדרישות של ביידן.
ערוץ התועבה עושה מניפולציה… https://t.co/RNPkRXT6sM"
demokratya11,@tallouria @netanyahu אנחנו לא רואים הבדל בין אזרחים בעזה לחמאס שניהם רוצים לחסל אותך בהקדם ולכן הסיכוי שאנחנו נחנך את עזה תלוש מהמציאות רק לגרש אותם או לחסל אותם אין באמצע
demokratya11,קרן וקסנר סרטן
yosi_shahbar,@almog_cohen08 הכרת הטוב מעלה גדולה.
demokratya11,@Itai_Leshem @ShemeshSharon נתניהו היה נגד עסקת שליט עשו קמפיין מושקע מאוד אהוד ברק לחץ וביבי חתם על האסון
yosi_shahbar,"תראו אותו...
המנוול הזה עושק את אזרחי 
ישראל.
החלאה מונע יבוא מקביל.
זאת עבירה פלילית שהקנס 
בגינה בשווי 100 מיליון שקל.
על זה לא תשמעו בערוץ 
המתועב ע.12...
למה?
הערוץ המתועב בבעלות החלאה המנוול. https://t.co/07Oyq80HWW"
yosi_shahbar,"לברך לברך לברך.
בקשה של אמא מצווה לקיים."
demokratya11,@FtG9f4F8dUYueFU @harnevo מנסים לטשטש ולהשתיק את האמת חלאות אדם הביאו טבח למטרות פוליטיות ויש להם תלונות שהאמת צצה לה פתאום
demokratya11,@ummanal_do @AnatiRina פחחחחח הקנאה שלכם אוכלת לכם את הראש תמותו קנאים 🤣🤣🤣🤣
yosi_shahbar,@martsianoavi 28.
demokratya11,@ShemeshSharon @AnatiRina מה תרמתם אתם הקיבוצים חוץ מחובות של עשרות מיליארדים גניבת 90 אחוז מקרקעות המדינה ובגידה רודפת בגידה בכל פינה בארץ ובעולם !!! אתם חלאות
yosi_shahbar,@StrPrg87049 צו מעצר. https://t.co/O8etn7aUIP
demokratya11,@imiris17 הסמול חמאס בעברית הציבור קלט מזמן ולכן בקלפי רק ביבי ואתם משתגעים
demokratya11,@sf_ws1 @harnevo מעולה ❤️
demokratya11,@tallouria @netanyahu זה שאתה לא מקשיב לנתניהו זה בעיה שלך ביבי הגדיר מטרות מהתחלה וחוזר עליהם פעם אחר פעם חיסול חמאס החזרת החטופים
yosi_shahbar,https://t.co/EKDr8KqWnw
yosi_shahbar,"לא כל השמאלנים בוגדים.
יש כאלה שלאאא. https://t.co/kABiVJTt2W"
demokratya11,@kann_news @itamargalit רק סרטן ירגיע את הפושע שלא יתערב לנו בייי חלאה
demokratya11,@mennyassyag התמימות שלהם בעכרם
yosi_shahbar,"ואלה שמות 
החלאות ששפכו את דמם של 1500 נרצחים ב7 באוקטובר.
הרצי הלוי 
רוני חליווה.
תומר בר.
רונן בר.
פינקלמן.
ראש אגם עודד בסיוק.
רשימה חלקית.
נזכור ולא נשכח.
החוק יפרע מכולם.
אל תגידו לי דיי,
מלחמה עכשיו.
הם לא מפסיקים לטשטש ראיות ולא מפסקים לעשות פוליטיקה.
זה שקוף רואים להם. https://t.co/PopZrR1cRZ"
demokratya11,קבר יהושע בן נון בכיפל חארס הערב. (צילום: אלישיב בן צבי) עם ישראל חי בזכות הצדיקים https://t.co/wqe5FJ7feI
yosi_shahbar,"@Motty53 ברור שדמיוני...
אבל זה מכריח אותנו לעקוב אחרי הפרשה...
לאט לאט דברים נחשפים 
אני מניח שתוך כמה חודשים 
נדע את שאתה יודע..."
demokratya11,@dany31456 @tamarzandberg @urizaki @meretzparty סמול בוגדני רצחני
demokratya11,@TovaCarmona @mennyassyag איפה את כרגע
demokratya11,@moishezuchmir1 אל תאמין לצינור הם מדביקים לי זהויות כדי להכפיש הם ישלמו על הכל
yosi_shahbar,"RT @shlomopolak580: הכירו את אודליה הגיבורה, רב סרן בצה""ל והייתה בחופשת לידה עם תינוקת יונקת בת 8 שבועות. כשהמלחמה החלה, היא עזבה הכל והתיי…"
demokratya11,"♦️אל ג’זירה: רופאים נאלצו לקטוע את רגלו של ״עיתונאי״ הערוץ שנפצע מתקיפה ישראלית ברפיח. העיתונאי שידר בשידור חי מניר עוז את טבח ה-7 באוקטובר.
עונש מידה כנגד מידה רץ בשמחה לתוך גבולות ישראל מעזה ועכשיו לא יכול ללכת ב״ה ובקרוב יקבע מותו בע״ה https://t.co/VGDLiFJ2zt"
yosi_shahbar,"@YitzhakKeinan @KurtNevermind2 תודה.
אני מעריך את זה.
הבנתי את זה לפני כמה דקות.
יש לי חור בהשכלה אני לא צופה בטלוויזיה."
demokratya11,"""מה שקרה בעיראק בשש שנים, קרה לנו תוך חודשיים."" https://t.co/LxJVeGZXsB"
yosi_shahbar,"@YtTGDQhvQ5O8t6l ועוד איך זה הבעיה שלנו.
שאיש ציבור מזיין את העוזרת שלו וממנה אותה לחברת כנסת ולשרה בישראל כדי לספק את תאוותו המינית 
זאת בעיה אישית שלי ושלך.
וזה בלי שום קשר לניאוף."
demokratya11,@MatanRudis @Iritab11 הקנאה שלכם גורמת לכם לסרטן ממהיר תמשיכו סמולנים פחחחחחח
demokratya11,@The_Graphoman @AnatiRina אתם החלאה אתם עשיתם את הטבח למטרות פוליטיות ואתם ממשיכים לסגור כבישים המטרה חיסול ממשלת הימין ולרגע לא החטופים כי אתם חלאות המין האנושי
demokratya11,ביבי אתה תותח על @netanyahu https://t.co/N97S2k7yFO
yosi_shahbar,"היי 
דדי ברנע.
משלחת חמאס בראשות ראזי חמאד בביקור מדיני 
בנגריה...
במקום להתעסק בשטויות
של משא ומתן מופרך.
יש לך אישור ממני לשגר 
את משלחת החמאס השמיימה. https://t.co/DmL7aaGNwU"
demokratya11,האמת כואבת לכן אתם משתוללים לחסל את האופציה שהייתה בגידה למטרות פוליטיות הציבור לא מטומטם תמשיכו לטייח עם דף המסרים שלכם המציאות חזקה ממכם בקלפי תרגישו שוב את ההבדל
demokratya11,@GaliGreenblue @mennyassyag הציבור יודע שאתה שייך לצד שהביא טבח מכוון למטרות פוליטיות
demokratya11,היא לא סינית או יפנית
yosi_shahbar,"עוקץ.
כלב יחידת עוקץ תופס מחבל. https://t.co/JOvTZI52Kc"
demokratya11,@NogaArbell @Yamin1Adam @chaimlevinson את מהממת כל מילה בום ! עושים סיבוב פוליטי על משפחות החטופים והם חושבים שהציבור מטומטם זה לא יאמן כמה שהם רעילים ומנותקים
demokratya11,@harnevo 1400 נרצחים לא מפריע לך !!!! כשאומרים מי ראש הנחש אתה יוצא להגנתם כי ??? אתה גם בוגר קרן וקסנר ???
demokratya11,"מוקדם יותר היום תקף צה""ל רכב מסוג פורד ליד בית החולים אלמעמדאני בעיר עזה.
בתקיפה נהרג מעתז אלע'פרי, אשתו ובנו.

הפלסטינים טוענים שמדובר בעיתונאי....
הכתב הצבאי של ערוץ 11 מעדכן שמדובר בפעיל חמאס שהיה לו תפקיד מרכזי בחטיפת ישראלים ב 7.10. 👇🏼👇🏼 https://t.co/b5EM10gVIa"
demokratya11,תזכורת לפשעים של לפיד והוא מדבר על שקלים לתומכי הממשלה פחחחח https://t.co/36mvvuJZOe
demokratya11,"ניצחון מרהיב על חמאס:
שיירה בלתי נגמרת של מחבלים מובסים כנועים ארורים חבל לא מחוסלים https://t.co/78ZpXSEYGs"
demokratya11,@DrAviram @Iritab11 @ori_riddleman רק בקלפי מנצחים
yosi_shahbar,"@Yasmin99774075 @almog_cohen08 יכס.
זה מגעיל אותי"
demokratya11,"RT @DvachEster49265: להערכתי משבר האקלים לא רלונטי
חיסלנו את עזה https://t.co/ilqVgOHGU6"
demokratya11,RT @bwnd75803: https://t.co/sOROumu6BY
demokratya11,"RT @egozim1: @twwygr לא רק לך,זה ברור כשמש האיש המטורלל רוצה רק להפיל את נתניהו ואנרכיה!
מתי ה FBI באים להציל אותנו מהעונש הזה??"
yosi_shahbar,"נקמה עכשיו.
יש כבר כמה חודשים 
מחסור בחשמל עקב הירי 
של החיזבללה לעבר ישובי הגדר בצפון.
נאסר על עובדי חברת החשמל לתקן את החשמל אחרי שנהרגו 3 עובדי חברת חשמל ב12 בנובמבר.
דרושה נקמה למצב הזה,
להוריד תחנת כוח שמספקת חשמל לרובע דחייה בביירות. https://t.co/yQjVgQ5tWs"
demokratya11,קרית שמונה מזוית אחרת https://t.co/OsezXjSA9h
demokratya11,RT @bwnd75803: https://t.co/w7cw7vHi2O
demokratya11,RT @viktorshriki: שאלירן דהן אומר ללפיד בתאבון https://t.co/kvpfVzFSgQ
demokratya11,RT @bwnd75803: https://t.co/NLWF9Xbcee
